dst,valid,reason_invalid,mass,remaining,steps,fig3_bimodal,fig3_t1,fig3_h1,fig3_t2,fig3_h2,robust_bimodal,robust_t1,robust_h1,robust_t2,robust_h2,robust_sep,robust_ratio,robust_valley,robust_valley_ratio
1,True,,0.9790312631428871,0.02096873685707769,2000,False,198,0.0015404748679435152,,,False,,,,,,,,
2,True,,0.9791241990761339,0.020875800923831317,2000,False,198,0.0015422015208377067,,,False,,,,,,,,
3,False,Invalid shortcut: dst=3 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
4,False,Invalid shortcut: dst=4 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
5,False,Invalid shortcut: dst=5 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
6,False,Shortcut endpoints must be distinct.,,,,,,,,,,,,,,,,,
7,False,Invalid shortcut: dst=7 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
8,False,Invalid shortcut: dst=8 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
9,False,Invalid shortcut: dst=9 is already a ring neighbour of src=6 for K=6.,,,,,,,,,,,,,,,,,
10,True,,0.9831459359258853,0.016854064074081274,2000,False,190,0.0016218475138726732,,,False,,,,,,,,
11,True,,0.9838684042872206,0.01613159571274656,2000,False,189,0.0016377216881389165,,,False,,,,,,,,
12,True,,0.984595475608018,0.015404524391949177,2000,False,188,0.00165427528123406,,,False,,,,,,,,
13,True,,0.9853213035382714,0.014678696461696391,2000,False,186,0.0016714559808805166,,,False,,,,,,,,
14,True,,0.9860525291338128,0.013947470866155134,2000,False,185,0.0016894649184197783,,,False,,,,,,,,
15,True,,0.9867780179562483,0.013221982043720024,2000,False,183,0.0017081222653558548,,,False,,,,,,,,
16,True,,0.9874954284941617,0.012504571505806956,2000,False,181,0.001727394495540459,,,False,,,,,,,,
17,True,,0.9882027486065643,0.011797251393404653,2000,False,180,0.0017472879515065653,,,False,,,,,,,,
18,True,,0.9888961270249428,0.011103872975026755,2000,False,178,0.0017677548051464667,,,False,,,,,,,,
19,True,,0.9895734204478597,0.010426579552110267,2000,False,176,0.001788753339764468,,,False,,,,,,,,
20,True,,0.9902325711022758,0.009767428897694332,2000,False,174,0.0018102536517077853,,,False,,,,,,,,
21,True,,0.9908716264432877,0.009128373556682532,2000,False,172,0.0018322172316299272,,,False,,,,,,,,
22,True,,0.991489089112672,0.008510910887298717,2000,False,170,0.001854609244780606,,,False,,,,,,,,
23,True,,0.9920836740731023,0.007916325926868679,2000,False,168,0.0018773902964394134,,,False,,,,,,,,
24,True,,0.9926543317515543,0.007345668248417149,2000,False,166,0.001900517129899487,,,False,,,,,,,,
25,True,,0.993200261708566,0.006799738291406274,2000,False,164,0.001923943412004457,,,False,,,,,,,,
26,True,,0.9937208715672065,0.006279128432766121,2000,False,162,0.0019476180988591749,,,False,,,,,,,,
27,True,,0.9942157704489617,0.005784229551011189,2000,False,160,0.0019714852230927494,,,False,,,,,,,,
28,True,,0.9946847559271295,0.005315244072843852,2000,False,158,0.001995483440697635,,,False,,,,,,,,
29,True,,0.995127799051279,0.004872200948694617,2000,False,155,0.0020195756401453577,,,False,,,,,,,,
30,True,,0.9955450319043815,0.00445496809559262,2000,False,153,0.002043664301996398,,,False,,,,,,,,
31,True,,0.9959367305064131,0.0040632694935619496,2000,False,151,0.002067667761668937,,,False,,,,,,,,
32,True,,0.9963033111793166,0.003696688820658176,2000,False,148,0.0020915288353970593,,,False,,,,,,,,
